objectid,region_id,region_name,district_id,district_name,countryside_id,countryside_name,countryside_id_cadastre,countryside_name_cadastre,countryside_id_soato,countryside_name_soato,shape_Length,shape_Area,tin,sector
1979,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:025,O'smat MFY,1708204025,O'smat MFY,1956,OʻSMAT,10677,4055285,202711460,4
1980,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:024,Istiqlol MFY,1708204024,Istiqlol MFY,15702,ISTIQLOL,24828,12965275,207338249,3
1981,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:014,Vatanparvar MFY,1708204014,Vatanparvar MFY,15917,VATANPARVAR,4961,493415,310367219,2
1982,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:033,Nurobod MFY,1708204033,Nurobod MFY,15864,NUROBOD,21816,15578217,309568916,1
1983,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:001,Oqtosh MFY,1708204001,Oqtosh MFY,1936,OQTOSH,58837,79151611,202927420,1
1984,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:002,Guliston -1 MFY,1714207002,Guliston -1 MFY,3331,GULISTON-1,6192,847676,202941849,1
1985,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:036,Yoshlik MFY,1714207036,Yoshlik MFY,3365,YOSHLIK,47657,61071030,202695940,3
1986,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:037,Ququmboy MFY,1714207037,Ququmboy MFY,3366,QUQUMBOY,9742,4147379,202813681,3
1987,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:010,Oʻrikzor MFY,1714207010,Oʻrikzor MFY,3339,OʻRIKZOR,13174,7176208,206973196,1
1988,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:015,Yangi Shaxar MFY,1714207015,Yangi Shaxar MFY,3345,YANGI SHAHAR,31373,31061630,202813666,1
1989,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:019,Buloqboshi MFY,1714207019,Buloqboshi MFY,3348,BULOQBOSHI,17772,10206379,202700221,2
1990,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:029,Chak MFY,1714207029,Chak MFY,3359,CHAK,24304,15939164,202813714,2
1991,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:058,Shirinbuloq MFY,1714207058,Shirinbuloq MFY,3388,SHIRINBULOQ,11611,4074558,202813570,4
1992,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:046,Baxoriston MFY,1714207046,Baxoriston MFY,3376,BAHORISTON,12923,7397348,202810551,4
1993,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:054,Oʻrta koʻcha MFY,1714207054,Oʻrta koʻcha MFY,3384,OʻRTA KOʻCHA,5098,927415,202810568,4
1994,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:020,Guzar MFY,1714207020,Guzar MFY,3349,GUZAR,9981,3459543,202695885,2
1995,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:052,Taxta koʻprik MFY,1714207052,Taxta koʻprik MFY,0,,12390,6729976,0,0
1996,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:001,Bomraxa MFY,1714207001,Bomraxa MFY,3330,BOMRAHA,28215,29420444,202686628,1
1997,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:003,Doʻstlik MFY,1714207003,Doʻstlik MFY,3332,DOʻSTLIK,10244,3848764,202719323,1
1998,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:023,Obodon MFY,1714207023,Obodon MFY,3353,OBODON,66019,93043174,202810504,2
1999,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:048,Ozod MFY,1714207048,Ozod MFY,3378,OZOD,6707,1535784,202810401,4
2000,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:050,Soycha MFY,1714207050,Soycha MFY,3380,SOYCHA,10027,3007024,202859506,4
2001,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:056,Zamondosh MFY,1714207056,Zamondosh MFY,3386,ZAMONDOSH,8684,3925465,202813587,4
2002,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:043,Iftixor MFY,1714207043,Iftixor MFY,3372,IFTIXOR,11800,5297235,202810440,3
2003,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:045,Abduraxmon Jomiy MFY,1714207045,Abduraxmon Jomiy MFY,0,,7608,956268,0,0
2004,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:017,Alisher Navoiy MFY,1714207017,Alisher Navoiy MFY,0,,8770,807132,0,0
2005,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:021,Gulobod MFY,1714207021,Gulobod MFY,3350,GULOBOD,5159,918895,202829202,2
2006,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:039,Maxdumi Aʼzam MFY,1714207039,Maxdumi Aʼzam MFY,0,,9507,1180440,0,0
2007,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:051,Soxibkor MFY,1714207051,Soxibkor MFY,3381,SOXIBKOR,5572,772033,202810489,4
2008,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:025,Sa‘diy Sheroziy MFY,1714207025,Sa‘diy Sheroziy MFY,0,,9477,1044537,0,0
2009,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:030,Movorounnaxr MFY,1714207030,Movorounnaxr MFY,3351,MAVOROUNNAXR,4326,523634,202695918,2
2010,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:007,Navboxor-1 MFY,1714207007,Navboxor-1 MFY,0,,7740,1926996,0,0
2011,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:022,Navro'z MFY,1714207022,Navro'z MFY,0,,4687,955564,0,0
2012,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:026,Sadacha MFY,1714207026,Sadacha MFY,3356,SADACHA,4829,804002,202815458,2
2013,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:057,Shayxon MFY,1714207057,Shayxon MFY,3387,SHAYXON,5112,785032,202810496,4
2014,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:034,Gulbogʻ MFY,1714207034,Gulbogʻ MFY,3363,GULBOGʻ,5776,1078417,202813610,3
2015,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:016,Bog'ishamol -1 MFY,1714207016,Bog'ishamol -1 MFY,0,,4671,908237,0,0
2016,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:013,Chorbogʻ MFY,1714207013,Chorbogʻ MFY,3343,CHORBOGʻ,5070,923079,202810512,1
2017,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:049,Olmazor MFY,1714207049,Olmazor MFY,3379,OLMAZOR,25464,17121636,202813706,4
2018,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:018,Bog' MFY,1714207018,Bog' MFY,3347,BOGʻ,11922,5823787,202695893,3
2019,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:033,Boʻston MFY,1714207033,Boʻston MFY,3362,BOʻSTON,46227,71580741,202813698,3
2020,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:011,Kushon MFY,1714207011,Kushon MFY,3341,KUSHON,17466,8464723,202689235,1
2021,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:040,Navboxor MFY,1714207040,Navboxor MFY,0,,28599,33678702,0,0
2022,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:008,Obod MFY,1714207008,Obod MFY,3337,OBOD,14835,8057415,202817676,1
2023,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:027,Soy boʻyi MFY,1714207027,Soy boʻyi MFY,3357,SOY BOʻYI,8601,2436199,202813594,2
2024,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:041,Tagijar MFY,1714207041,Tagijar MFY,3370,TAGIJAR,11270,3823534,202686650,3
2025,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:053,Uzun qishloq MFY,1714207053,Uzun qishloq MFY,3383,UZUNQISHLOQ,11003,3887742,202810457,4
2026,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:044,Chust koʻcha MFY,1714207044,Chust koʻcha MFY,3373,CHUST KOʻCHA,13612,5027880,202810393,3
2027,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:012,Xurriyat-1 MFY,1714207012,Xurriyat-1 MFY,3342,HURRIYAT-1,5939,959786,202689243,1
2028,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:031,Beshketmon MFY,1714207031,Beshketmon MFY,3360,BESHKETMON,24472,12470220,202813674,3
2029,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:055,Uchqoʻrgʻon MFY,1714207055,Uchqoʻrgʻon MFY,3385,UCHQOʻRGʻON,21442,9423672,202810464,4
2030,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:038,Majnuntol MFY,1714207038,Majnuntol MFY,3367,MAJNUNTOL,7297,1306368,202813634,3
2031,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:035,Gurmiron MFY,1714207035,Gurmiron MFY,3364,GOʻRMIRON,31977,28989872,202700238,3
2032,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:006,Nurafshon MFY,1714207006,Nurafshon MFY,3334,NURAFSHON,24834,11112498,202815465,1
2033,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:042,Bog'i baland MFY,1714207042,Bog'i baland MFY,0,,13952,6347187,0,0
2034,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:032,Bog'ishamol MFY,1714207032,Bog'ishamol MFY,3361,BOGʻISHAMOL,27137,21295641,202750184,3
2035,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:009,Oʻzbekiston MFY,1714207009,Oʻzbekiston MFY,3338,OʻZBEKISTON,51109,65429503,202810425,1
2036,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:004,Jar MFY,1714207004,Jar MFY,3333,JAR,22429,16104366,202686635,1
2037,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:014,Yangi yo'l MFY,1714207014,Yangi yo'l MFY,3344,YANGI YOʻL,32432,29019732,202839435,1
2038,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:059,Istiqlol MFY,1714207059,Istiqlol MFY,3389,ISTIQLOL,17292,11829546,202868108,4
2039,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:024,Rovot MFY,1714207024,Rovot MFY,0,,20472,20124273,0,0
2040,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:047,Bogʻ koʻcha MFY,1714207047,Bogʻ koʻcha MFY,3377,BOGʻ KOʻCHA,8652,2360171,202813563,4
2041,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:005,Korasuv MFY,1714207005,Korasuv MFY,0,,42464,45073684,0,0
2042,1714,Namangan viloyati,1714:207,Kosonsoy tumani,1714:207:028,Xonqoʻrgʻon MFY,1714207028,Xonqoʻrgʻon MFY,3358,XONQOʻRGʻON,65524,114232310,202844518,2
2043,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:045,Navoiy MFY,1714229045,Navoiy MFY,3695,NAVOIY,6539,1736869,202659564,4
2044,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:041,Shaftoli MFY,1714229041,Shaftoli MFY,3685,SHAFTOLI,13212,5290430,202659422,3
2045,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:022,Mashad MFY,1714229022,Mashad MFY,3672,MASHAD,12192,3024588,202659644,2
2046,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:015,Yangiyer MFY,1714229015,Yangiyer MFY,3665,YANGIYER,27644,27937573,202659350,1
2047,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:028,Churtuk MFY,1714229028,Churtuk MFY,3678,CHURTUK,8226,2876337,202659121,2
2048,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:004,Olmurut MFY,1714229004,Olmurut MFY,3661,OLMURUT,21083,8914070,202661650,1
2049,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:014,Ezgulik MFY,1714229014,Ezgulik MFY,3664,EZGULIK,16826,4556899,202659399,1
2050,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:040,Qumtepa MFY,1714229040,Qumtepa MFY,3684,QUMTEPA,17379,11545982,202659224,3
2051,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:030,Gulbogʻ MFY,1714229030,Gulbogʻ MFY,10710,GULBOGʻ,13930,8152238,202654833,3
2052,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:034,Balandarik MFY,1714229034,Balandarik MFY,3679,BALANDARIQ,14702,6413279,202659232,3
2053,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:023,Gumbaz MFY,1714229023,Gumbaz MFY,3667,GUMBAZ,7298,1808925,202659153,2
2054,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:050,Oqtosh MFY,1714229050,Oqtosh MFY,3696,OQTOSH,43091,38327999,202659461,4
2055,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:056,Pastguzar MFY,1714229056,Pastguzar MFY,3697,PASTGUZAR,28185,25148603,202659407,4
2056,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:048,Bogʻ koʻcha MFY,1714229048,Bogʻ koʻcha MFY,3688,BOGʻ KOʻCHA,6339,1670976,202654840,4
2057,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:026,Mirzarovot MFY,1714229026,Mirzarovot MFY,3673,MIRZAROVOT,11831,4391342,202659114,2
2058,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:007,Qashqar MFY,1714229007,Qashqar MFY,3659,QASHQAR,9223,2855691,202654785,1
2059,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:055,Mevazor MFY,1714229055,Mevazor MFY,3693,MEVAZOR,25375,18972717,206982534,4
2060,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:036,Guliston MFY,1714229036,Guliston MFY,3681,GULISTON,63051,69365093,202659414,3
2061,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:001,Boyagʻon MFY,1714229001,Boyagʻon MFY,3651,BOYAGʻON,20125,9715122,202661635,1
2062,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:009,Ziyokor MFY,1714229009,Ziyokor MFY,3655,ZIYOKOR,22194,13992061,202659335,1
2063,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:044,Bogʻ MFY,1714229044,Bogʻ MFY,3689,BOGʻ,4690,891127,202659572,4
2064,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:042,Axsi MFY,1714229042,Axsi MFY,3686,AXSI,17420,9100265,202659629,3
2065,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:038,Dexqon MFY,1714229038,Dexqon MFY,3683,DEHQON,10137,3966083,202659304,3
2066,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:032,Soku MFY,1714229032,Soku MFY,10711,SOKU,7340,2011544,202659249,3
2067,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:035,Boʻston MFY,1714229035,Boʻston MFY,3680,BOʻSTON,22281,10555452,202659288,3
2068,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:021,Quvurboshi MFY,1714229021,Quvurboshi MFY,3671,QUVURBOSHI,15756,5784663,202659604,2
2069,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:049,Muborak MFY,1714229049,Muborak MFY,3694,MUBORAK,6315,989513,202659557,4
2070,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:008,Doʻstlik MFY,1714229008,Doʻstlik MFY,3654,DOʻSTLIK,13804,3998383,202659328,1
2071,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:006,Keskanyor MFY,1714229006,Keskanyor MFY,3657,KESKANYOR,46561,56106775,202654793,1
2072,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:013,Xojiobod MFY,1714229013,Xojiobod MFY,3663,XOJIOBOD,19429,12916870,202659382,1
2073,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:031,Qoʻrgʻoncha MFY,1714229031,Qoʻrgʻoncha MFY,10709,QOʻRGʻONCHA,4908,1334596,202654825,3
2074,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:011,Mustaqillik MFY,1714229011,Mustaqillik MFY,3660,MUSTAQILLIK,10888,4329745,202659374,3
2075,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:012,Xizirobod MFY,1714229012,Xizirobod MFY,3662,XIZIROBOD,21784,13710849,202659367,1
2076,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:033,Umid MFY,1714229033,Umid MFY,10712,UMID,10104,4373791,206934520,3
2077,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:039,Jiydakapa MFY,1714229039,Jiydakapa MFY,10708,JIYDAKAPA,18477,7766349,202659295,3
2078,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:020,Oʻnxayat MFY,1714229020,Oʻnxayat MFY,3676,OʻNXAYAT,7500,1960958,202661588,2
2079,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:019,Ovchibuloq MFY,1714229019,Ovchibuloq MFY,3675,OVCHIBULOQ,9432,2743053,202661611,2
2080,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:016,Yangi xayot MFY,1714229016,Yangi xayot MFY,3666,YANGI HAYOT,36435,47839282,206982906,1
2081,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:025,Islomobod MFY,1714229025,Islomobod MFY,3669,ISLOMOBOD,9729,3672889,202659106,2
2082,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:005,Dexqonobod MFY,1714229005,Dexqonobod MFY,3653,DEXQONOBOD,20883,10779888,203623815,1
2083,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:002,Gʻayrat MFY,1714229002,Gʻayrat MFY,3652,GʻAYRAT,15049,6981076,202661628,1
2084,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:027,Fayziobod MFY,1714229027,Fayziobod MFY,3677,FAYZIOBOD,8051,2192521,202659145,2
2085,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:037,Daxyakota MFY,1714229037,Daxyakota MFY,3682,DAXYAK OTA,21728,11006322,202659636,3
2086,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:003,Ittifok MFY,1714229003,Ittifok MFY,0,,14553,6284506,0,0
2087,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:051,Tepasaroy MFY,1714229051,Tepasaroy MFY,3699,TEPASAROY,6327,1276762,202659493,4
2088,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:018,Obod MFY,1714229018,Obod MFY,3674,OBOD,14363,5064310,202661595,2
2089,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:024,Yorkatay MFY,1714229024,Yorkatay MFY,3668,YORKATAY,8025,1876433,202659217,2
2090,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:052,Toshloq MFY,1714229052,Toshloq MFY,3700,TOSHLOQ,30741,19505681,202659612,4
2091,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:017,Istiqlol MFY,1714229017,Istiqlol MFY,3670,ISTIQLOL,8459,1471964,202661604,2
2092,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:010,Qaxramon MFY,1714229010,Qaxramon MFY,3658,QAHRAMON,16058,7231210,202659343,1
2093,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:046,Xurriyat MFY,1714229046,Xurriyat MFY,3703,XURRIYAT,6312,1126145,202659271,4
2094,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:043,Beruniy MFY,1714229043,Beruniy MFY,3687,BERUNIY,5837,1440686,202654801,4
2095,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:047,Shifokor MFY,1714229047,Shifokor MFY,3704,SHIFOKOR,5824,2019758,202659138,4
2096,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:054,Yangichek MFY,1714229054,Yangichek MFY,3705,YANGICHEK,9230,2912642,202659478,4
2097,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:053,Xoʻjaobod MFY,1714229053,Xoʻjaobod MFY,3702,XOʻJAOBOD,10044,2186394,202659454,4
2098,1714,Namangan viloyati,1714:229,Uychi tumani,1714:229:029,Gulzor MFY,1714229029,Gulzor MFY,10713,GULZOR,5118,1267417,206858496,3
2099,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:065,Buloqboshi MFY,1714242065,Buloqboshi MFY,3952,BULOQ BOSHI,14234,9887526,202665510,4
2100,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:022,Dexqonobod MFY,1714242022,Dexqonobod MFY,3922,DEXQONOBOD,20157,12974210,202702109,2
2101,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:062,Qandiyon MFY,1714242062,Qandiyon MFY,3956,QANDIYON,49068,51713974,202715581,4
2102,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:049,Qorapolvon MFY,1714242049,Qorapolvon MFY,3939,QORAPOLVON,33084,26114126,202665534,3
2103,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:013,Istiqbol MFY,1714242013,Istiqbol MFY,3938,ISTIQBOL,26981,8978799,202702076,3
2104,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:051,Quyi Qorapolvon MFY,1714242051,Quyi Qorapolvon MFY,3941,QUYI QORAPOLVON,31510,23893881,202665542,3
2105,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:027,Oqsuv Gʻovozon MFY,1714242027,Oqsuv Gʻovozon MFY,3923,OQSUV GʻOVOZON,12378,5354565,202702091,2
2106,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:069,Rovot MFY,1714242069,Rovot MFY,3959,ROVOT,21982,12937031,206976975,4
2107,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:039,Tillatepa MFY,1714242039,Tillatepa MFY,3962,TILLATEPA,20247,15995494,205952476,4
2108,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:068,Xurriyat MFY,1714242068,Xurriyat MFY,3963,HURRIYAT,16226,6479015,202665494,4
2109,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:040,Yuqori Qorayontoq MFY,1714242040,Yuqori Qorayontoq MFY,3950,YUQORI QORAYONTOQ,43960,37570972,207109137,3
2110,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:024,Yangi Bogʻiston MFY,1714242024,Yangi Bogʻiston MFY,3929,YANGI BOGʻISTON,37147,24488668,207035705,2
2111,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:007,Doʻstlik MFY,1714242007,Doʻstlik MFY,3896,DOʻSTLIK,14112,7716926,202679635,1
2112,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:056,Nurafshon MFY,1714242056,Nurafshon MFY,3944,NURAFSHON,32009,16271249,202712254,3
2113,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:003,Zarbdor MFY,1714242003,Zarbdor MFY,3897,ZARBDOR,22963,13976941,202692748,1
2114,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:008,Oqtom MFY,1714242008,Oqtom MFY,3907,OQTOM,15659,8387856,206969904,1
2115,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:006,Soy boʻyi MFY,1714242006,Soy boʻyi MFY,3910,SOY BOʻYI,14702,6993331,202679628,1
2116,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:005,Soxibkor MFY,1714242005,Soxibkor MFY,3911,SOHIBKOR,13118,4346361,207055127,1
2117,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:004,Na‘muna MFY,1714242004,Na‘muna MFY,3904,NAʻMUNA,11755,5192738,202690347,1
2118,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:010,Koʻkyor MFY,1714242010,Koʻkyor MFY,3898,KOʻKYOR,18787,10250574,202679643,1
2119,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:014,Madaniyat MFY,1714242014,Madaniyat MFY,3901,MADANIYAT,38304,36158140,202712199,1
2120,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:012,Qayroqi MFY,1714242012,Qayroqi MFY,3899,QAYROQI,20469,12195787,202829265,1
2121,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:032,Boʻston MFY,1714242032,Boʻston MFY,3917,BOʻSTON,15284,5098689,202665487,2
2122,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:002,Qizilyozi MFY,1714242002,Qizilyozi MFY,3900,QIZILYOZI,18627,9126957,202692755,1
2123,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:017,Poromon MFY,1714242017,Poromon MFY,3909,POROMON,37190,24077773,202712239,1
2124,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:015,Nov MFY,1714242015,Nov MFY,3905,NOV,20677,13022891,206946878,1
2125,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:016,Oq tepa MFY,1714242016,Oq tepa MFY,0,,46861,50818515,0,0
2126,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:019,Tinchlik MFY,1714242019,Tinchlik MFY,3912,TINCHLIK,26392,17974635,202702052,1
2127,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:064,Gaznon MFY,1714242064,Gaznon MFY,3954,GAZNON,21287,14191327,207041169,4
2128,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:037,Ibrat MFY,1714242037,Ibrat MFY,3936,IBRAT,9005,1417240,207109120,3
2129,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:060,Mash‘al MFY,1714242060,Mash‘al MFY,3957,MASHʻAL,7695,2255483,202712182,4
2130,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:047,Yuksalish MFY,1714242047,Yuksalish MFY,3949,YUKSALISH,7588,1754771,302783590,3
2131,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:011,Mamay MFY,1714242011,Mamay MFY,3902,MAMAY,13155,5350461,202679564,1
2132,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:009,Olmazor MFY,1714242009,Olmazor MFY,3908,OLMAZOR,17311,7099761,207015279,1
2133,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:001,Moʻgʻol MFY,1714242001,Moʻgʻol MFY,0,,15481,8844604,0,0
2134,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:045,Vodiy MFY,1714242045,Vodiy MFY,0,,5355,1567931,0,0
2135,1714,Namangan viloyati,1714:242,Yangiqo'rg'on tumani,1714:242:053,Baraka MFY,1714242053,Baraka MFY,3931,BARAKA,14510,4481275,202702124,3
