objectid,region_id,region_name,district_id,district_name,countryside_id,countryside_name,countryside_id_cadastre,countryside_name_cadastre,countryside_id_soato,countryside_name_soato,shape_Length,shape_Area,tin,sector
1759,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:059,Xaydarobod MFY,1730230059,Xaydarobod MFY,7872,HAYDAROBOD,12068,6433299,204530661,3
1760,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:060,Elchi MFY,1730230060,Elchi MFY,7873,ELCHI,12019,5498188,200189487,3
1761,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:055,Shodlik MFY,1730230055,Shodlik MFY,7869,SHODLIK,31982,16032262,304933244,3
1762,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:054,Qulibek MFY,1730230054,Qulibek MFY,7868,QULIBEK,16543,10999880,200189645,3
1763,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:053,Qushqo‘noq MFY,1730230053,Qushqo‘noq MFY,7867,QUSHQOʻNOQ,19205,7427654,203041986,3
1764,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:042,Davlatbotir MFY,1730230042,Davlatbotir MFY,7856,DAVLATBOTIR,19364,14838022,203041757,3
1765,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:045,Qudashobod MFY,1730230045,Qudashobod MFY,15732,QUDASHOBOD,9815,2947708,307998723,3
1766,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:044,Qudash MFY,1730230044,Qudash MFY,7858,QUDASH,14726,6935315,203041947,3
1767,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:057,Olmazor MFY,1730230057,Olmazor MFY,7870,OLMAZOR,14347,6725452,206855374,3
1768,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:043,Qirqketmon MFY,1730230043,Qirqketmon MFY,7857,QIRQKETMON,11035,3377795,203041923,3
1769,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:058,Sochtepa MFY,1730230058,Sochtepa MFY,7871,SOCHTEPA,14104,7169049,203042107,3
1770,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:078,Beshkapa MFY,1730230078,Beshkapa MFY,15836,BESHKAPA,8232,3273070,309212084,3
1771,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:047,Yakkatut MFY,1730230047,Yakkatut MFY,7860,YAKKATUT,14948,8970383,203042193,3
1772,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:061,Do‘ngsaroy MFY,1730230061,Do‘ngsaroy MFY,7874,DOʻNGSAROY,9595,3292127,204184887,3
1773,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:077,Dasht Hasan MFY,1730230077,Dasht Hasan MFY,15822,DASHT XASAN,14217,5376438,309127174,3
1774,1730,Farg'ona viloyati,1730:230,O'zbekiston tumani,1730:230:022,Ziyo Nursux MFY,1730230022,Ziyo Nursux MFY,10820,ZIYO NURSUX,12906,3666566,306170964,1
1775,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:016,H.Olimjon MFY,1708401016,H.Olimjon MFY,0,,6931,1634948,0,0
1776,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:009,A.Navioiy MFY,1708401009,A.Navioiy MFY,0,,6335,1753834,0,0
1777,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:015,Sayxan MFY,1708401015,Sayxan MFY,10066,SAYXAN,31877,16068102,202639035,2
1778,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:010,Hayravod MFY,1708401010,Hayravod MFY,0,,11926,2436499,0,0
1779,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:025,Qassoblik MFY,1708401025,Qassoblik MFY,10085,QASSOBLIK,5033,1333172,202639028,3
1780,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:020,Xalqabod MFY,1708401020,Xalqabod MFY,0,,6046,1180349,0,0
1781,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:019,Ravalliq MFY,1708401019,Ravalliq MFY,10073,RAVALLIQ,5480,871673,202638915,3
1782,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:023,Zilol MFY,1708401023,Zilol MFY,10078,ZILOL,10249,3559924,202639107,3
1783,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:024,Jizzaxlik MFY,1708401024,Jizzaxlik MFY,10083,JIZZAXLIK,8090,2675142,202638844,3
1784,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:014,Madaniyat MFY,1708401014,Madaniyat MFY,10065,MADANIYAT,5418,1365934,202639011,2
1785,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:013,Kimyogar MFY,1708401013,Kimyogar MFY,10063,KIMYOGAR,6431,1263536,202639114,2
1786,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:012,Obod MFY,1708401012,Obod MFY,10061,OBOD,9772,3577252,202639099,2
1787,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:011,Tinchlik MFY,1708401011,Tinchlik MFY,10059,TINCHLIK,9124,1064035,202638890,2
1788,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:022,Oqqo'rg'onlik MFY,1708401022,Oqqo'rg'onlik MFY,10080,OQQOʻRGʻONLIK,13550,2057655,203125778,3
1789,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:017,Uchariq MFY,1708401017,Uchariq MFY,0,,6527,1847058,0,0
1790,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:021,Olmazor MFY,1708401021,Olmazor MFY,10076,OLMAZOR,9790,3720405,202638908,3
1791,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:018,O'ratepalik MFY,1708401018,O'ratepalik MFY,10072,OʻRATEPALIK,10298,3714091,202638962,3
1792,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:028,Sayljoyi MFY,1708401028,Sayljoyi MFY,2208,SAYILJOYI,7727,2221580,202639082,4
1793,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:029,Shodlik MFY,1708401029,Shodlik MFY,10092,SHODLIK,13686,5712212,202638836,4
1794,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:034,Bog'ishamol MFY,1708401034,Bog'ishamol MFY,10098,BOGʻISHAMOL,7956,2163333,202639122,4
1795,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:033,Amir Temur MFY,1708401033,Amir Temur MFY,2203,AMIR TEMUR,69420,82237582,202639043,4
1796,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:032,Sangzor MFY,1708401032,Sangzor MFY,10096,SANGZOR,8687,2703102,202638954,4
1797,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:026,Toshloq MFY,1708401026,Toshloq MFY,10086,TOSHLOQ,6331,2041222,202639050,4
1798,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:027,Turon MFY,1708401027,Turon MFY,10088,TURON,6994,1926685,202638994,4
1799,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:031,Zargarlik MFY,1708401031,Zargarlik MFY,10095,ZARGARLIK,3631,820578,202639067,4
1800,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:030,Navroʻz MFY,1708401030,Navroʻz MFY,0,,6800,2060586,0,0
1801,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:003,Nurliobod MFY,1708401003,Nurliobod MFY,2183,NURLIOBOD,7049,1658240,202638923,1
1802,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:004,Qaliya MFY,1708401004,Qaliya MFY,2182,QALIYA,10219,2868698,202638986,1
1803,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:002,Yoshlik MFY,1708401002,Yoshlik MFY,2180,YOSHLIK,4472,551029,202638868,1
1804,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:006,M.Ulugʻbek MFY,1708401006,M.Ulugʻbek MFY,0,,11671,3675154,0,0
1805,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:001,Ittifoq MFY,1708401001,Ittifoq MFY,2181,ITTIFOQ,4059,1011497,202639074,1
1806,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:005,Bobur MFY,1708401005,Bobur MFY,2177,BOBUR,5288,1347979,202638947,1
1807,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:008,Bunyotkor MFY,1708401008,Bunyotkor MFY,0,,25200,13511020,0,0
1808,1708,Jizzax viloyati,1708:401,Jizzax shahar,1708:401:007,Do'stlik MFY,1708401007,Do'stlik MFY,2179,DOʻSTLIK,8298,2723711,206072850,1
1809,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:017,Navroʻz MFY,1708220017,Navroʻz MFY,9527,NAVROʻZ,9824,3130405,202794295,3
1810,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:024,Sharq yulduzi MFY,1708220024,Sharq yulduzi MFY,9532,SHARQ YULDUZI,54578,143708368,201454798,4
1811,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:023,Andijon MFY,1708220023,Andijon MFY,9531,ANDIJON,46094,116898207,201454838,4
1812,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:002,Navbaxor MFY,1708220002,Navbaxor MFY,15701,NAVBAHOR,34429,72831415,207338232,1
1813,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:004,Yoshlik MFY,1708220004,Yoshlik MFY,9512,YOSHLIK,51491,144373219,202943236,1
1814,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:022,Nurafshon MFY,1708220022,Nurafshon MFY,9528,NURAFSHON,52386,118657482,203832286,4
1815,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:018,Yangikent MFY,1708220018,Yangikent MFY,9522,YANGIKENT,71151,172810284,201454781,3
1816,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:005,Mustaqillik MFY,1708220005,Mustaqillik MFY,9515,MUSTAQILLIK,6499,1227614,202794256,1
1817,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:015,Shodlik MFY,1708220015,Shodlik MFY,9524,SHODLIK,16753,7968424,202794288,3
1818,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:008,Yangiobod MFY,1708220008,Yangiobod MFY,9521,YANGIOBOD,30236,27620401,202794304,2
1819,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:012,Tozaurug` MFY,1708220012,Tozaurug` MFY,9520,TOZA URUGʻ,34882,43381610,205657462,2
1820,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:006,Ravot MFY,1708220006,Ravot MFY,9514,RAVOT,10266,5810720,204474866,1
1821,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:021,Navoiy MFY,1708220021,Navoiy MFY,9530,NAVOIY,8025,3325392,204474859,4
1832,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:009,Lalmikor MFY,1708220009,Lalmikor MFY,2091,LALMIKOR,41938,82496325,201454814,2
1833,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:007,Oqbuloq MFY,1708220007,Oqbuloq MFY,9516,OQBULOQ,11464,5970942,202794232,2
1834,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:010,Taraqqiyot MFY,1708220010,Taraqqiyot MFY,9518,TARAQQIYOT,46841,97305417,203832302,2
1835,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:003,Toshkesgan MFY,1708220003,Toshkesgan MFY,2089,TOSHKESGAN,53502,117310305,202886877,1
1836,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:019,Adirobod MFY,1708220019,Adirobod MFY,9523,ADIROBOD,45157,69122455,203339194,3
1837,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:001,Oqar MFY,1708220001,Oqar MFY,2088,OQAR,25593,40105156,202886845,1
1838,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:020,Tinchlik MFY,1708220020,Tinchlik MFY,9529,TINCHLIK,4797,608787,202794264,4
1839,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:013,Oybek MFY,1708220013,Oybek MFY,9526,OYBEK,10502,3226724,202794249,3
1840,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:014,Nurobod MFY,1708220014,Nurobod MFY,15700,NUROBOD,20263,19662155,207337867,3
1841,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:011,Yangi Hayot MFY,1708220011,Yangi Hayot MFY,9519,YANGI HAYOT,7413,2302087,206979529,2
1842,1708,Jizzax viloyati,1708:220,Zarbdor tumani,1708:220:016,Doʻstlik MFY,1708220016,Doʻstlik MFY,9525,DOʻSTLIK,7262,2832940,202794271,3
1896,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:003,Balandchaqir MFY,1708237003,Balandchaqir MFY,2171,BALANDCHAQIR,73123,87052315,202894314,2
1897,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:008,Shodlik MFY,1708237008,Shodlik MFY,2176,SHODLIK,40048,50563547,204645620,4
1898,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:005,Do'stlik MFY,1708237005,Do'stlik MFY,2173,DOʻSTLIK,113296,391011857,303068102,3
1899,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:004,Xoʻjamushkent QFY,1708237004,Xoʻjamushkent QFY,2172,XUJAMUSHKENT,76944,124865828,202894528,2
1900,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:006,Xavotogʻ QFY,1708237006,Xavotogʻ QFY,2174,HAVOTOGʻ,88613,250847927,207124389,3
1901,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:002,Sovot QFY,1708237002,Sovot QFY,2169,SOVOT,51507,112502731,207124372,1
1902,1708,Jizzax viloyati,1708:237,Yangiobod tumani,1708:237:001,Yangiobod MFY,1708237001,Yangiobod MFY,2170,YANGIOBOD,16401,9800077,202894338,1
1903,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:028,Xavastlik MFY,1708212028,Xavastlik MFY,2025,XAVASTLIK,16781,7533798,207209939,3
1904,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:023,Toqchilik MFY,1708212023,Toqchilik MFY,2009,TOQCHILIK,48989,54825023,204994590,2
1905,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:006,Qatortol MFY,1708212006,Qatortol MFY,1991,QATORTOL,4621,1104873,207228994,1
1906,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:010,Yaxtanlik MFY,1708212010,Yaxtanlik MFY,2002,YAXTANLIK,5343,1480024,207193984,1
1907,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:048,Yangi-hayot MFY,1708212048,Yangi-hayot MFY,2034,YANGIHAYOT,14379,5544482,207193914,4
1908,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:017,Olmachi MFY,1708212017,Olmachi MFY,2006,OLMACHI,33775,33103050,207237414,2
1909,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:029,Jizzaxlik MFY,1708212029,Jizzaxlik MFY,2015,JIZZAXLIK,6871,1903401,207209954,3
1910,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:030,Sovungarlik MFY,1708212030,Sovungarlik MFY,2021,SOUNGARLIK,8731,3557879,207209961,3
1911,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:013,Sug'diyona MFY,1708212013,Sug'diyona MFY,0,,19549,16256202,0,0
1912,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:015,Yangi diyor MFY,1708212015,Yangi diyor MFY,2001,YANGI-DIYOR,88530,271191979,305148863,1
1913,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:027,Ziyokor MFY,1708212027,Ziyokor MFY,2016,ZIYOKOR,13776,5995649,207209946,3
1914,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:011,Eski Toshkentlik MFY,1708212011,Eski Toshkentlik MFY,2000,ESKI TOSHKENTLIK,3553,713043,207210614,1
1915,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:008,Saroylik MFY,1708212008,Saroylik MFY,1997,SARAYLIK,18300,13435515,207196957,1
1916,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:004,Toshkentlik MFY,1708212004,Toshkentlik MFY,1999,TOSHKENTLIK,11918,3383220,207193938,1
1917,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:021,Nurafshon MFY,1708212021,Nurafshon MFY,2005,NURAFSHON,16479,13060098,207193921,2
1918,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:022,Yoyilma MFY,1708212022,Yoyilma MFY,2003,YOYILMA,54071,111666245,207193874,2
1919,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:025,Yakka qayrog'och MFY,1708212025,Yakka qayrog'och MFY,2012,YAKKA QAYRAGʻOCH,8794,2611881,207194549,2
1920,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:024,Ravallik MFY,1708212024,Ravallik MFY,0,,15495,5868136,0,0
1921,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:020,Qangli MFY,1708212020,Qangli MFY,2004,QANGʻLI,9548,4859082,207194524,2
1922,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:016,Xalqobod MFY,1708212016,Xalqobod MFY,2011,XALQOBOD,15329,13688194,207212294,2
1923,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:018,G'ozg'ontepa MFY,1708212018,G'ozg'ontepa MFY,10879,GʻOZGʻONTEPA,38349,38480149,207237406,2
1924,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:036,Bobur MFY,1708212036,Bobur MFY,2013,BOBUR,18834,10918346,305150174,3
1925,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:033,Oqtosh ota MFY,1708212033,Oqtosh ota MFY,2020,OQTOSH OTA,22471,13366855,207237058,3
1926,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:032,Qorayontoq MFY,1708212032,Qorayontoq MFY,0,,25681,9319173,0,0
1927,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:001,Qahramon MFY,1708212001,Qahramon MFY,1992,QAXRAMON,19695,9986422,204947735,1
1928,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:002,Istiqlol MFY,1708212002,Istiqlol MFY,1989,ISTIQLOL,55210,63045625,207210923,1
1929,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:005,Mulkanlik MFY,1708212005,Mulkanlik MFY,1996,MULKANLIK,9230,4741827,207193945,1
1930,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:007,Bo'ston MFY,1708212007,Bo'ston MFY,15657,BOʻSTON,47181,92472698,207193960,1
1931,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:031,Madaniyat MFY,1708212031,Madaniyat MFY,2019,MADANIYAT,21855,25838503,305148602,3
1932,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:040,Yoshlik MFY,1708212040,Yoshlik MFY,2014,YOSHLIK,12861,6894874,305218894,3
1933,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:019,Pastki so'loqli MFY,1708212019,Pastki so'loqli MFY,2007,PASTKI SULOQLI,12344,8100857,207124000,2
1934,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:014,Kuyovboshi MFY,1708212014,Kuyovboshi MFY,1990,KUYOVBOSHI,42732,56280433,207193906,1
1935,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:038,Katta qishloq MFY,1708212038,Katta qishloq MFY,2017,KATTAQISHLOQ,7264,2286214,207194556,3
1936,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:037,Xayrabod MFY,1708212037,Xayrabod MFY,2026,XAYRABOD,9213,3757691,207193881,3
1937,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:034,Tuyoqli MFY,1708212034,Tuyoqli MFY,2022,TUYOQLI,11222,5773255,207237065,3
1938,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:039,Sharilloq MFY,1708212039,Sharilloq MFY,2027,SHARILLOQ,18958,15645947,206992989,3
1939,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:003,Qo'shko'prik MFY,1708212003,Qo'shko'prik MFY,1995,QOʻSHKOʻPRIK,6849,1861204,207193953,1
1940,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:042,Samarqand quduq MFY,1708212042,Samarqand quduq MFY,2030,SAMARQAND-QUDUQ,33390,65905224,201432492,4
1941,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:045,Ravot MFY,1708212045,Ravot MFY,0,,36726,38636279,0,0
1942,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:041,Ko'rpasoy MFY,1708212041,Ko'rpasoy MFY,2028,KOʻRPASOY,86222,221138678,203841884,4
1943,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:046,Tinchlik MFY,1708212046,Tinchlik MFY,2031,TINCHLIK,75248,171336910,305210827,4
1944,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:047,Yangi obod MFY,1708212047,Yangi obod MFY,0,,17090,17116902,0,0
1945,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:026,Uchtepa MFY,1708212026,Uchtepa MFY,2010,UCHTEPA,14017,7617176,207223638,2
1946,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:012,Qulpisar MFY,1708212012,Qulpisar MFY,1994,QULPISAR,71106,150583738,207193898,1
1947,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:035,Fayzobod MFY,1708212035,Fayzobod MFY,0,,37992,28977944,0,0
1948,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:043,Umar MFY,1708212043,Umar MFY,10829,UMAR,41538,89426483,207195285,4
1949,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:044,Nonsangil MFY,1708212044,Nonsangil MFY,2029,NONISANGIL,189141,478681180,207196940,4
1950,1708,Jizzax viloyati,1708:212,Sh.Rashidov tumani,1708:212:009,Taraqqiyot MFY,1708212009,Taraqqiyot MFY,1998,TARAQQIYOT,27582,25708103,305137924,1
1951,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:011,Muzbuloq MFY,1708204011,Muzbuloq MFY,15922,MUZBEL,106118,487611858,310537211,1
1951,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:011,Muzbuloq MFY,1708204011,Muzbuloq MFY,1941,MUZBULOQ,106118,487611858,203553769,2
1952,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:003,Sangzor MFY,1708204003,Sangzor MFY,1937,SANGZOR,57864,135405134,202924339,1
1953,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:013,Oyqor MFY,1708204013,Oyqor MFY,1943,OYQOR,57008,75476142,202791079,2
1954,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:006,Novqa MFY,1708204006,Novqa MFY,1935,NOVQA,73563,158065145,202919374,1
1955,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:004,G'allakon MFY,1708204004,G'allakon MFY,1932,GʻALLAKON,59120,96083753,206839986,1
1956,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:002,Saroy MFY,1708204002,Saroy MFY,1938,SAROY,53314,68121042,202919343,1
1957,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:020,Borlos MFY,1708204020,Borlos MFY,0,,30883,32812113,0,0
1958,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:018,Bog'ishamol MFY,1708204018,Bog'ishamol MFY,1945,BOGʻISHAMOL,25253,21709264,202956235,3
1959,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:019,Fidokor MFY,1708204019,Fidokor MFY,1949,FIDOKOR,39768,30100397,203577209,3
1960,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:007,Mustaqillik MFY,1708204007,Mustaqillik MFY,1934,MUSTAQILLIK,66213,107309377,202927437,1
1961,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:021,Tongotar MFY,1708204021,Tongotar MFY,1948,TONGOTAR,48372,34891590,202924314,3
1962,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:029,Shodlik MFY,1708204029,Shodlik MFY,1957,SHODLIK,25356,18661218,204459170,4
1963,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:026,Gulbuloq MFY,1708204026,Gulbuloq MFY,1952,GULBULOQ,32403,27853094,202919382,4
1964,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:012,Nushket MFY,1708204012,Nushket MFY,1942,NUSHKENT,69274,189336542,203557106,2
1965,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:010,Baxmal MFY,1708204010,Baxmal MFY,1939,BAXMAL,78347,196010132,202791062,2
1966,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:016,O'rmonchi MFY,1708204016,O'rmonchi MFY,10794,OʻRMONCHI,95277,335499127,207301739,2
1967,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:008,Molguzar(Davlat) MFY,1708204008,Molguzar(Davlat) MFY,0,,62868,172894250,0,0
1968,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:030,Uzunbuloq MFY,1708204030,Uzunbuloq MFY,1955,UZUNBULOQ,72154,150470183,202919335,4
1969,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:022,Nurafshon MFY,1708204022,Nurafshon MFY,1947,NURAFSHON,23010,18131655,202919328,3
1970,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:023,Yangibog' MFY,1708204023,Yangibog' MFY,1950,YANGIBOGʻ,22303,16329128,203844002,3
1971,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:027,Navbaxor MFY,1708204027,Navbaxor MFY,1954,NAVBAHOR,26549,16378795,202919350,4
1972,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:028,Bunyotkor MFY,1708204028,Bunyotkor MFY,0,,15267,8107268,0,0
1973,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:005,Moʻgʻol QFY,1708204005,Moʻgʻol QFY,1933,MOʻGʻOL,52626,109957956,202924307,1
1974,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:031,Madaniyat MFY,1708204031,Madaniyat MFY,1953,MADANIYAT,66782,126779327,204370394,4
1975,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:009,Qutlug'obod MFY,1708204009,Qutlug'obod MFY,1940,QUTLUGʻOBOD,56261,118803259,202711445,2
1976,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:032,Fazobod MFY,1708204032,Fazobod MFY,0,,41994,63171020,0,0
1977,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:017,Do'stlik MFY,1708204017,Do'stlik MFY,1946,DOʻSTLIK,15151,9884734,202927444,3
1978,1708,Jizzax viloyati,1708:204,Baxmal tumani,1708:204:015,Temrqadam MFY,1708204015,Temrqadam MFY,10793,TEMIRQADAM,84838,208389643,207301722,2
