uuid,name,parentid,soatoid,extid,ovirid
7552fbe4-d7ef-4c8c-91e7-71a9c48fde91,Зааминский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:08:00,74,1311
33e9017d-21e5-4ba9-9ccc-434d1822b3db,Зарбдарский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:06:00,72,1301
3a50300b-dd93-416d-bce0-06e545231588,Зафарабадский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:07:00,73,1309
86bd625a-9a3f-4ea7-99b2-bf87df0029f6,Мирзачульский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:09:00,106,1312
30976eae-7d8b-4191-b628-734d3637cd6e,Пахтакорский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:10:00,133,1308
70d4330c-cc2a-49e1-847f-d88155ae88ba,Фаришский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:11:00,170,1304
8d929b73-ce6c-4942-bb2d-ef1c8f292788,Шараф-Рашидовский район ,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:04:00,186,739001100
68348346-1475-43eb-b217-8f50d6c376c1,Янгиабадский район,e1e75f54-0d2d-42d4-993d-0f69c64b8d15,13:12:00,203,1313
d08c5ed5-7b70-40a4-92f1-594979a21a35,Акдарьинский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:08:00,121,1407
5b22c6db-d73b-49c2-8d0d-3e5fdd300b56,Булунгурский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:01:00,52,1411
242dd7eb-88e0-40a2-b808-a4b5cd44edb3,Город Каттакурган,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:15:00,13,1412
6dbe93fe-856a-4e42-a4ab-02e0bfa937cd,Город Самарканд,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:16:00,14,1417
0d734808-3bfd-4cce-8b04-12e8e08efa6d,Джамбайский район ,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:02:00,69,1403
354c7c3e-c410-4d28-a969-561badb26550,Иштыханский район ,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:03:00,76,1408
ee5a1682-ac2e-4da3-a083-2de025eda114,Каттакурганский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:05:00,79,1406
1afb010c-0f4d-4992-8f28-f1238817fecd,Кошрабадский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:04:00,101,1414
341c6d15-3fff-4dc6-bed3-03caeec16688,Нарпайский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:06:00,115,1401
71118d54-db55-4561-a51d-baac4c373caa,Нурабадский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:07:00,119,1402
899afc8b-6a13-4e9f-bcf2-fa6487da3374,Пайарыкский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:09:00,130,1415
393bdae2-61fc-422b-a0aa-4eab49f6b170,Пастдаргомский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:10:00,132,1409
3201e3c2-9355-460e-b456-4d878a99922f,Пахтачийский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:11:00,135,1405
379f2b6b-97c3-4e3b-b5e2-2a0934e535a9,Самаркандский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:12:00,142,1413
56bb9761-20c5-4fcb-bf39-169e21efb420,Тайлакский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:13:00,151,1410
2bcc34c9-1a42-4848-a414-4af4f4537329,Ургутский район,b0ec35e2-4b94-4e04-b5b8-f786de08d855,14:14:00,163,1404
ca2a5a78-8d1a-4441-9cc1-407e34f1b797,Алтыарыкский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:07:00,126,1507
12d712cd-776e-4f13-bb48-c50fafa5683f,Багдадский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:01:00,37,1508
eb6c7593-fa56-4a19-9fd9-cdd088ac7ef8,Бешарыкский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:02:00,44,1515
972f6bdf-ea00-4f60-8b54-a536ec022b8f,Бувайдинский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:03:00,48,1509
fd2534e1-0cb0-4871-88d6-a5362826f5dd,Город Коканд,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:16:00,27,1519
59c91cea-8d95-4db1-8db4-4bc13445cbe5,Город Кувасай,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:18:00,26,1517
cf6c9071-565f-42d8-b826-1ac34f68b2a9,Город Маргилан,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:19:00,28,1520
28350f04-96c2-4438-98c7-5425d80d2e51,Город Фергана,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:20:00,29,1521
959499f7-ef9e-47f8-b39e-d8971d3eee82,Дангаринский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:04:00,62,1512
ef7b0e3a-a5d3-49fd-bafe-325d82e0c59a,Кувинский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:06:00,95,1503
dec74464-4d47-4d8c-a32b-7ffb1be03656,Куштепинский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:08:00,102,2434
b8c01b8d-8f15-43cf-93e8-b358f71e97e8,Риштанский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:07:00,139,1511
f89339f8-6978-438b-9e19-6fac300d1ced,Сохский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:10:00,147,1516
8cdd2405-a03c-4e12-9fd3-06969ba604e9,Ташлакский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:11:00,154,1504
109286e8-19d7-4927-9465-3f952eba0808,Узбекистанский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:15:00,158,1514
cc4e0460-bb90-4aaf-8e69-4563aa2ef115,Учкуприкский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:12:00,165,1510
906b0286-8b38-4327-9010-7d96687bd56b,Ферганский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:13:00,169,1502
e468cb20-b7b9-490d-8988-8f6eeb6fb7e1,Фуркатский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:14:00,171,1513
cd21a0cd-f47f-43c9-b7f4-7bece9d165b0,Язъяванский район,405cf1cd-7a93-4443-8970-99d9264ccc1a,15:05:00,66,1506
2032df1b-12b3-4d13-9959-c3ae243c7829,Город Наманган ,3edbada6-7d3f-4291-a003-61b9d82f9496,16:12:00,12,1613
5d442a5a-1f1d-43b5-929c-e076d085bebf,Касансайский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:01:00,85,1614
9bb684e7-57da-43ea-8e56-0888ab866f9a,Мингбулакский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:02:00,104,1602
b6226b9f-96b8-4f77-90c5-813782a37676,Наманганский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:03:00,114,1603
84ad2aba-5cff-405d-aca3-939c20e12322,Нарынский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:04:00,117,1604
ebe9cdf9-bea3-4305-a9d4-6021c5011a0f,Папский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:05:00,138,1611
f6e0621a-5f0f-48cc-b898-2e4e25c507e3,Туракурганский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:06:00,156,1612
01c4dfed-3e9e-4836-8a1c-5c40976c1410,Уйчинский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:07:00,160,1605
fd6d334d-3ca2-4647-8513-8add1d86e9df,Учкурганский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:08:00,167,1606
843d25f7-f81d-45b1-b23c-ab5701ce46ee,Чартакский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:09:00,183,1607
87f4f437-3652-4c87-bb83-9fb6d644b5da,Чустский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:10:00,184,1610
d6c25f0f-7959-42e1-b948-1db7b8800194,Янгикурганский район,3edbada6-7d3f-4291-a003-61b9d82f9496,16:11:00,202,1608
2e463a3f-b098-4bb0-bf1b-0c361ae96eb8,Алтынкульский район,827c5de0-cd06-445b-96c2-3067b1927069,17:09:00,127,1702
0ee03fcb-7f42-4303-b7bc-399290f54d46,Андижанский район,827c5de0-cd06-445b-96c2-3067b1927069,17:01:00,34,1701
a992ca94-c6b6-4152-b9e9-6ee5cbae7ee3,Асакинский район,827c5de0-cd06-445b-96c2-3067b1927069,17:02:00,36,1703
4e17c9d9-7ad6-47bf-a521-d2d07f52bb02,Балыкчинский район,827c5de0-cd06-445b-96c2-3067b1927069,17:03:00,38,1704
5a5f3b7a-4f65-4dc8-8743-213625a86f1b,Булакбашинский район ,827c5de0-cd06-445b-96c2-3067b1927069,17:04:00,51,1713
1f7100ab-a196-4e05-9cc8-19503fcfad71,Бустанский район,827c5de0-cd06-445b-96c2-3067b1927069,17:05:00,53,739001140
b1492860-ba46-4062-b797-bb050d6b5cda,Город Андижан,827c5de0-cd06-445b-96c2-3067b1927069,17:15:00,1,1715
365a16e0-b452-4c05-939f-5b7101d731ba,Город Ханабад,827c5de0-cd06-445b-96c2-3067b1927069,17:17:00,2,1717
a87579a1-1bc6-4ff3-ac24-3e6213e9def6,Джалакудукский район,827c5de0-cd06-445b-96c2-3067b1927069,17:06:00,67,1709
f6545a94-7ec2-45d3-9b3f-690bbccf94f4,Избасканский район,827c5de0-cd06-445b-96c2-3067b1927069,17:07:00,75,1712
96a583ad-4859-4f2c-be11-931f7c6d4693,Кургантепинский район,827c5de0-cd06-445b-96c2-3067b1927069,17:14:00,99,1708
640888ba-164f-4ef1-bcfd-b395283f2d71,Мархаматский район,827c5de0-cd06-445b-96c2-3067b1927069,17:08:00,103,1711
a8a9e598-8562-4dbc-8716-3b92825019f6,Пахтаабадский район,827c5de0-cd06-445b-96c2-3067b1927069,17:10:00,134,1714
157e5a86-59a2-4011-b88f-57b908fbff9c,Улугнорский район,827c5de0-cd06-445b-96c2-3067b1927069,17:11:00,161,1706
485ca638-4f10-421f-bc31-e044cfad9f07,Ходжаабадский район,827c5de0-cd06-445b-96c2-3067b1927069,17:12:00,177,1710
7be0f1f4-18f0-4779-a01e-0333bdf75c68,Шахриханский район,827c5de0-cd06-445b-96c2-3067b1927069,17:13:00,188,1718
b2fac87f-a8ab-4ddd-9e38-6c47cd429fc9,Город Карши,adc9cf99-7810-49aa-9509-617c4f240c7f,18:15:00,6,1815
25dc50d1-a346-4c54-879a-7aecbbc774ac,Город Шахрисабз ,adc9cf99-7810-49aa-9509-617c4f240c7f,18:16:00,7,1816
049216c4-fe72-4ae4-af07-8bfb541069df,Гузарский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:14:00,59,1808
5d1f43aa-2b3b-407a-bc91-b9368f3f845a,Дехканабадский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:02:00,64,1804
6bec0352-d436-4c08-8ae6-d627483ffae7,Камашинский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:12:00,86,1805
9ef8084b-efde-4ff8-8ab5-190e77ada157,Каршинский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:13:00,87,1809
6fcde32f-0284-43e7-839f-8bddad4371ae,Касансайский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:05:00,84,1802
6a7854a6-a98c-494c-881d-4dee0c1dec47,Касбийский район ,adc9cf99-7810-49aa-9509-617c4f240c7f,18:03:00,78,1812
482e7eb6-7942-4820-8724-f8345f017f9f,Китабский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:04:00,81,1811
c44af74e-c5cb-487a-b486-f0e94c150b0d,Миришкорский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:01:00,108,1814
52d2a9c4-76a2-422a-a529-93afa53be155,Мубарекский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:06:00,110,1813
7c109b92-03c5-48a3-8f77-f4ae70f12ef2,Нишанский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:07:00,116,1810
f22bc4d5-69d6-4af2-beca-b81bf1c297b9,Чиракчинский район ,adc9cf99-7810-49aa-9509-617c4f240c7f,18:09:00,182,1801
5ff77d27-efcb-4516-89b6-8a79b1c23697,Шахрисабзский район,adc9cf99-7810-49aa-9509-617c4f240c7f,18:10:00,187,1803
8d1d4fd1-9b8a-4e88-b88b-16d3d3064d00,Яккабагский район ,adc9cf99-7810-49aa-9509-617c4f240c7f,18:11:00,197,1806
065694cf-36ad-4be8-b3f6-5478652d09c2,Алтынсайский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:09:00,128,1907
b5152401-d3bb-4e38-bf98-a90dd4cf08ef,Ангорский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:01:00,33,1911
b11cb5a9-402a-4adf-87cd-7b1c4f5eae86,Байсунский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:03:00,47,1902
7e210f87-6e28-48ea-918b-4cbf6c760f1f,Бандиханский район ,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:02:00,39,1915
afce498d-9d2e-42b7-9237-8270cd49ea98,Город Термез ,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:15:00,18,1916
6aefa36e-218f-469a-8a94-fe3c9ad97d3b,Денауский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:04:00,63,1914
5a6615f9-13c7-4f27-ae30-f80ae6dbe71c,Джаркурганский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:05:00,68,1909
599d70b8-a26f-41c6-b96d-415f756cd727,Кизирикский район ,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:06:00,90,1910
5b09899e-d3d9-48f7-9666-183ab2ca334f,Кумкурганский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:07:00,97,1908
07cdda3c-7aca-4306-806c-cb3c5fd91322,Музрабадский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:08:00,111,1903
8266905d-590f-4cff-8cde-576ac61a02d6,Сариасийский район ,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:10:00,144,1904
ca888eb4-0d1e-4f9c-8a0d-52c82fd7148e,Термезский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:11:00,150,1901
28c5b7d9-f5db-48b8-99cf-4a3b95f09d39,Узунский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:12:00,159,1913
b524d242-fc27-4210-8450-eeb174c1cb38,Шерабадский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:13:00,189,1912
8f9dff08-4b56-42ef-9a5f-43d2b55fa04f,Шурчинский район,e33c7e49-f4f8-4269-a5d4-8952bd54f57a,19:14:00,193,1906
862be0dc-409b-4e3b-acc1-ff97db00f437,Алатский район,56bea03e-764e-4e04-9de0-528810177aad,20:05:00,125,2004
617de444-b776-4844-9a6e-d606e8ce1553,Бухарский район,56bea03e-764e-4e04-9de0-528810177aad,20:01:00,55,2010
1e252699-d222-4198-ad4e-b56e8fce0239,Вабкентский район,56bea03e-764e-4e04-9de0-528810177aad,20:02:00,56,2002
1003cf36-d7da-48e1-ac3c-cece0c7d965b,Гиждуванский район,56bea03e-764e-4e04-9de0-528810177aad,20:11:00,58,2014
3b525a75-a81e-4f45-af2e-639e6279a199,Город Бухара,56bea03e-764e-4e04-9de0-528810177aad,20:12:00,3,2013
9aad73b0-48c9-4137-b4f4-e47491dc6fad,Город Каган,56bea03e-764e-4e04-9de0-528810177aad,20:14:00,4,2015
71e180f6-15ef-4ef1-b3e7-91a32edbda68,Жондорский район ,56bea03e-764e-4e04-9de0-528810177aad,20:03:00,70,2005
0d59ca5a-d209-4fef-bf1c-09850330c284,Каганский район,56bea03e-764e-4e04-9de0-528810177aad,20:04:00,82,2011
bbe764b7-cec3-4d49-b218-c240cc5e23e1,Каракульский район,56bea03e-764e-4e04-9de0-528810177aad,20:10:00,92,2006
604a1408-933f-44d9-8dd7-29d1910be95d,Караулбазарский район,56bea03e-764e-4e04-9de0-528810177aad,20:09:00,94,2008
c48ebf8a-7656-4076-ad21-22400158362b,Пешкунский район,56bea03e-764e-4e04-9de0-528810177aad,20:06:00,136,2003
83b10d71-96e5-47f6-bb80-22e240011696,Ромитанский район,56bea03e-764e-4e04-9de0-528810177aad,10:11:00,140,2001
d6e1b19b-c671-4ae0-b478-15d89dfec396,Шафирканский район,56bea03e-764e-4e04-9de0-528810177aad,10:11:00,191,2007
46957f7e-cafc-4427-9c1a-59205e6a374d,Город Газган,9c6033ca-7c00-41a3-81c9-2017210e7727,21:06:00,10,
dafd58f8-fb20-437d-bd07-9b1d9cd2b5a8,Город Зарафшан,9c6033ca-7c00-41a3-81c9-2017210e7727,21:10:00,11,2112
ebe8f901-2719-4f17-b160-4f3c16880853,Город Навои,9c6033ca-7c00-41a3-81c9-2017210e7727,21:09:00,9,2111
1101f62e-55f8-40ca-b754-90e26cb1cc81,Канимехский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:01:00,83,2102
233b4694-ef3e-45de-ba6d-1381d994ffc3,Карманинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:03:00,77,2110
7f475bd1-edb6-471c-acb8-739ffd0bf7e9,Кызылтепинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:08:00,89,2109
c6bb9a7f-ca28-4cd6-bc1d-7c8085382a2a,Навбахорский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:02:00,113,2105
4686bf9a-71dc-45db-8b21-8566668197a7,Нуратинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:04:00,120,2107
02e8699a-43c6-43e2-993b-ccdf2693ac9a,Тамдынский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:05:00,152,2104
21cddf7e-593f-4698-a5c3-9c7f29c5604a,Учкудукский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:11:00,166,2101
e6c4ea8a-6cd4-4018-b865-9f84ffee27d7,Хатырчинский район,9c6033ca-7c00-41a3-81c9-2017210e7727,21:07:00,172,2108
faa37457-4d37-449b-9041-0390e8bf0ae3,Багатский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:01:00,45,2207
4fd5475d-bdb8-45d2-9ee9-e0c79575d479,Город Ургенч,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:11:00,30,2211
8e58fc8a-7f14-4296-857d-57c928c4d74d,Город Хива,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:12:00,31,2212
2d450aa4-17a2-4d02-95d4-3474e314bfc5,Гурленский район ,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:02:00,61,2203
04fc6aee-b83b-4f70-b862-a4ecb81a0356,Кушкупырский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:09:00,100,2209
8b0c815e-ee79-4cbb-a1e5-d53b8059e1cf,Тупроккалинский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:13:00,155,739001141
0ced8b2e-7ee1-49fa-90d3-defd188c99aa,Ургенчский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:11:00,162,2204
8c8c3fca-dca9-46dd-8ece-d1221b6ba9d8,Хазараспский район ,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:10:00,178,2201
59823c2f-ea36-41fd-928d-763209431137,Ханкинский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,10:11:00,175,2206
9fa01f40-435f-47b7-b367-022e9dc53966,Хивинский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:05:00,173,2210
11783c9b-9122-4a5f-96d1-07324fe35d8d,Шаватский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:06:00,190,2205
416cd0e6-64f3-406b-888f-3d1756ad3707,Янгиарыкский район ,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:07:00,199,2202
ef31bb3e-2ba1-4d4f-9f27-4e33ca6b17de,Янгибазарский район,9b3a75c9-b02e-478f-983c-ce269ee3cb20,22:08:00,200,2208
c6be3c67-adf3-48db-8414-1842eaab7de0,Амударьинский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:01:00,32,2308
92d1864f-8b3a-4a14-afb8-e85dee058f32,Берунийский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:02:00,43,2309
ce158dd6-b0e1-40c4-a9a2-273791f8077a,Бозатауский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:03:00,49,2315
465119f1-86c1-4a40-9776-790f2c5f3940,Город Нукус,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:17:00,8,2317
