objectid,region_name,countryside_name,parent_code,district_name,district_id,countryside_id_main,shape_Length,shape_Area,name_standardized_main,tin,name,countryside_id_new,sector,name_standardized_new,name_match
6918,Xorazm viloyati,Bo‘ston MFY,1733,Shovot tumani,1733230,1733230039.0,54788.7352925301,94213495.17361584,boston mfy,,,,,,
6919,Xorazm viloyati,Guliston MFY,1733,Shovot tumani,1733230,1733230036.0,22782.9738514566,13422812.166676749,guliston mfy,204313052.0,GULISTON,8679.0,3.0,guliston,guliston mfy
6920,Xorazm viloyati,Gulshan MFY,1733,Shovot tumani,1733230,1733230013.0,16014.364116074,12193843.603177376,gulshan mfy,,,,,,
6921,Xorazm viloyati,Do‘stlik MFY,1733,Shovot tumani,1733230,1733230029.0,4511.0310936321,1087513.5334603,dostlik mfy,,,,,,
6922,Xorazm viloyati,Zamondosh MFY,1733,Shovot tumani,1733230,1733230018.0,4767.1365615753,648031.2919153628,zamondosh mfy,201301315.0,ZAMONDOSH,8661.0,2.0,zamondosh,zamondosh mfy
6923,Xorazm viloyati,Ijtimoiyat MFY,1733,Shovot tumani,1733230,1733230011.0,24725.6918723861,15542969.606028171,ijtimoiyat mfy,206985925.0,IJTIMOIYAT,8646.0,1.0,ijtimoiyat,ijtimoiyat mfy
6924,Xorazm viloyati,Ipakchi MFY,1733,Shovot tumani,1733230,1733230033.0,11867.3646767919,4224253.869133738,ipakchi mfy,,,,,,
6925,Xorazm viloyati,Istiqbol MFY,1733,Shovot tumani,1733230,1733230002.0,11049.851028765,2271406.6322250688,istiqbol mfy,205905042.0,ISTIQBOL,8652.0,1.0,istiqbol,istiqbol mfy
6926,Xorazm viloyati,Qatqal'a MFY,1733,Shovot tumani,1733230,1733230047.0,12442.4603276036,5592519.370524253,qatqala mfy,,,,,,
6927,Xorazm viloyati,Qiyot MFY,1733,Shovot tumani,1733230,1733230004.0,20927.3555134684,16544465.34781267,qiyot mfy,,,,,,
6928,Xorazm viloyati,Archazor MFY,1733,Shovot tumani,1733230,1733230035.0,16118.3665716042,10842409.714566544,archazor mfy,,,,,,
6929,Xorazm viloyati,Komiljon Otaniyozov MFY,1733,Shovot tumani,1733230,1733230006.0,18772.040232511,11987154.783683931,komiljon otaniyozov mfy,205759604.0,KOMILJON OTANIYOZOV,8657.0,4.0,komiljon otaniyozov,komiljon otaniyozov mfy
6930,Xorazm viloyati,Qang‘li MFY,1733,Shovot tumani,1733230,1733230015.0,17241.0000576645,12063958.544983778,qangli mfy,,,,,,
6931,Xorazm viloyati,Qunduz MFY,1733,Shovot tumani,1733230,1733230007.0,14512.8025864503,9146245.018203111,qunduz mfy,,,,,,
6932,Xorazm viloyati,Qo‘shko‘pir MFY,1733,Shovot tumani,1733230,1733230016.0,28003.1538389538,15897428.480705304,qoshkopir mfy,204392573.0,QOʻSHKOʻPIR,8644.0,1.0,qoshkopir,qoshkopir mfy
6933,Xorazm viloyati,Paxtakor MFY,1733,Shovot tumani,1733230,1733230001.0,14197.2957857606,3643746.9163487614,pahtakor mfy,200911593.0,PAXTAKOR,8651.0,1.0,pahtakor,pahtakor mfy
6934,Xorazm viloyati,Taraqqiyot MFY,1733,Shovot tumani,1733230,1733230034.0,17973.5086445997,13134684.026786698,taraqqiyot mfy,204992451.0,TARAQQIYOT,8677.0,3.0,taraqqiyot,taraqqiyot mfy
6935,Xorazm viloyati,To‘qmang‘it MFY,1733,Shovot tumani,1733230,1733230026.0,16575.2105277128,13897047.438053831,toqmangit mfy,205933135.0,TOʻQMANGʻIT,8666.0,2.0,toqmangit,toqmangit mfy
6936,Xorazm viloyati,Tuproqqal’a MFY,1733,Shovot tumani,1733230,1733230048.0,10091.9688767042,5285647.180730721,tuproqqala mfy,204486305.0,TUPROQQALʻA,8692.0,4.0,tuproqqala,tuproqqala mfy
6937,Xorazm viloyati,Turkiston MFY,1733,Shovot tumani,1733230,1733230042.0,9078.8890800263,1757541.8017376417,turkiston mfy,205890396.0,TURKISTON,8685.0,4.0,turkiston,turkiston mfy
6938,Xorazm viloyati,Hunarmand MFY,1733,Shovot tumani,1733230,1733230051.0,15659.5327746058,10025922.626816908,hunarmand mfy,,,,,,
6939,Xorazm viloyati,Chig‘atoy MFY,1733,Shovot tumani,1733230,1733230010.0,13784.6999292517,8580088.438349482,chigatoy mfy,204486273.0,CHIGʻATOY,8648.0,1.0,chigatoy,chigatoy mfy
6940,Xorazm viloyati,Shovot MFY,1733,Shovot tumani,1733230,1733230041.0,5517.3843522977,1377943.4210758952,shovot mfy,,,,,,
6941,Xorazm viloyati,Eshon qal’a MFY,1733,Shovot tumani,1733230,1733230055.0,20468.1163515781,15139413.03277715,eshon qala mfy,204400238.0,ESHON - QALʻA,10564.0,4.0,eshon qala,eshon qala mfy
6942,Xorazm viloyati,Yangi yo‘l MFY,1733,Shovot tumani,1733230,1733230028.0,22849.9514433791,13789667.159786953,yangi yol mfy,,,,,,
6943,Xorazm viloyati,Yangi turmush MFY,1733,Shovot tumani,1733230,1733230049.0,16038.1584683579,10977912.343978295,yangi turmush mfy,202067985.0,YANGI TURMUSH,8684.0,4.0,yangi turmush,yangi turmush mfy
6944,Xorazm viloyati,Oq ko‘l MFY,1733,Shovot tumani,1733230,1733230053.0,23610.0386874761,25745698.36495373,oq kol mfy,,,,,,
6945,Xorazm viloyati,Mahtumquli,1733,Shovot tumani,1733230,1733230052.0,16835.3647075472,14001697.447095769,mahtumquli,204392565.0,MAXTUMQULI,10562.0,4.0,mahtumquli,mahtumquli
6946,Xorazm viloyati,Monoq MFY,1733,Shovot tumani,1733230,1733230024.0,21983.2516003636,17752262.98484939,monoq mfy,,,,,,
6947,Xorazm viloyati,Navro‘z MFY,1733,Shovot tumani,1733230,1733230037.0,22528.2219925479,17387567.614572298,navroz mfy,,,,,,
6948,Xorazm viloyati,Ogohiy MFY,1733,Shovot tumani,1733230,1733230025.0,28375.689842799,31323382.427432034,ogohiy mfy,,,,,,
6949,Xorazm viloyati,Oydin MFY,1733,Shovot tumani,1733230,1733230003.0,17245.2350298631,11040491.108557884,oydin mfy,,,,,,
6950,Xorazm viloyati,Oq oltin MFY,1733,Shovot tumani,1733230,1733230021.0,11341.8736707404,4837269.677922244,oq oltin mfy,204526554.0,OQ - OLTIN,8665.0,2.0,oq oltin,oq oltin mfy
6951,Xorazm viloyati,Royat MFY,1733,Shovot tumani,1733230,1733230040.0,17051.8046112295,12964482.554049484,royat mfy,,,,,,
6952,Xorazm viloyati,Qumyop MFY,1733,Shovot tumani,1733230,1733230019.0,22410.6216175091,17124585.565732382,qumyop mfy,,,,,,
6953,Xorazm viloyati,Yangiobod MFY,1733,Shovot tumani,1733230,1733230030.0,3991.6199360104,846142.5261071455,yangiobod mfy,200950736.0,YANGIOBOD,8673.0,3.0,yangiobod,yangiobod mfy
6954,Xorazm viloyati,Tozabozor MFY,1733,Bog‘ot tumani,1733204,1733204033.0,36799.4388592077,32731337.600529987,tozabozor mfy,207226450.0,TOZABOZOR,8324.0,3.0,tozabozor,tozabozor mfy
6955,Xorazm viloyati,Madaniyat MFY,1733,Bog‘ot tumani,1733204,1733204026.0,16740.3247490071,11867230.333303029,madaniyat mfy,207226166.0,MADANIYAT,8325.0,3.0,madaniyat,madaniyat mfy
6956,Xorazm viloyati,Oq oltin MFY,1733,Bog‘ot tumani,1733204,1733204028.0,16968.0909619231,14506395.053351851,oq oltin mfy,207226134.0,OQ OLTIN,8322.0,3.0,oq oltin,oq oltin mfy
6957,Xorazm viloyati,Gulzor MFY,1733,Bog‘ot tumani,1733204,1733204004.0,35273.371108399,49525849.79083696,gulzor mfy,,,,,,
6958,Xorazm viloyati,Bo‘ka MFY,1733,Bog‘ot tumani,1733204,1733204022.0,29237.6891168376,19146563.47221332,boka mfy,,,,,,
6959,Xorazm viloyati,Namuna MFY,1733,Bog‘ot tumani,1733204,1733204003.0,15075.5062420931,7734627.4775562305,namuna mfy,,,,,,
6960,Xorazm viloyati,To‘pchi MFY,1733,Bog‘ot tumani,1733204,1733204020.0,35225.5448208139,52177365.74153861,topchi mfy,,,,,,
6961,Xorazm viloyati,Baratlar MFY,1733,Qo‘shko‘pir tumani,1733212,1733212036.0,17506.537821808,16666511.203596955,baratlar mfy,207107701.0,BARATLAR,8429.0,3.0,baratlar,baratlar mfy
6962,Xorazm viloyati,Nezaxos MFY,1733,Qo‘shko‘pir tumani,1733212,1733212017.0,30314.8940171184,34483423.98117489,nezahos mfy,,,,,,
6963,Xorazm viloyati,O‘rta qishloq MFY,1733,Qo‘shko‘pir tumani,1733212,1733212018.0,20369.3013806081,10578160.612819,orta qishloq mfy,205301519.0,OʻRTA QISHLOQ,8405.0,2.0,orta qishloq,orta qishloq mfy
6964,Xorazm viloyati,Ko‘ktom MFY,1733,Qo‘shko‘pir tumani,1733212,1733212012.0,25144.6287871066,20112855.291270047,koktom mfy,,,,,,
6965,Xorazm viloyati,Oltinvoha MFY,1733,Qo‘shko‘pir tumani,1733212,1733212014.0,21949.8468960737,23217350.23438881,oltinvoha mfy,,,,,,
6966,Xorazm viloyati,Xosiyon MFY,1733,Qo‘shko‘pir tumani,1733212,1733212008.0,31037.5756265643,27970141.910302676,hosiyon mfy,,,,,,
6967,Xorazm viloyati,Zarbdor MFY,1733,Qo‘shko‘pir tumani,1733212,1733212022.0,21081.4119585788,16289714.037696414,zarbdor mfy,,,,,,
6968,Xorazm viloyati,O‘zbekiston MFY,1733,Qo‘shko‘pir tumani,1733212,1733212020.0,18372.7925178368,11042779.357280066,ozbekiston mfy,207187034.0,OʻZBEKISTON,8415.0,2.0,ozbekiston,ozbekiston mfy
6969,Xorazm viloyati,Shixmashhad MFY,1733,Qo‘shko‘pir tumani,1733212,1733212021.0,17840.4826827262,12574633.625564829,shihmashhad mfy,206814242.0,SHIXMASHXAD,8416.0,2.0,shihmashhad,shihmashhad mfy
6970,Xorazm viloyati,Qovunchi MFY,1733,Hazorasp tumani,1733220,1733220026.0,20772.6060910174,19784659.74335393,qovunchi mfy,204354224.0,QOVUNCHI,8549.0,3.0,qovunchi,qovunchi mfy
6971,Xorazm viloyati,Gulzor MFY,1733,Hazorasp tumani,1733220,1733220027.0,36365.7479557891,35786044.10621318,gulzor mfy,,,,,,
6972,Xorazm viloyati,Qirtepa MFY,1733,Hazorasp tumani,1733220,1733220004.0,13627.4378450306,7399887.098732274,qirtepa mfy,,,,,,
6973,Xorazm viloyati,Taxtako‘pir MFY,1733,Gurlan tumani,1733208,1733208008.0,18846.3754554306,18760443.95982601,tahtakopir mfy,207128288.0,TAXTAKOʻPIR,8350.0,1.0,tahtakopir,tahtakopir mfy
6974,Xorazm viloyati,Doʻsimbiy MFY,1733,Gurlan tumani,1733208,1733208007.0,30954.3581122601,19018284.16417577,dosimbiy mfy,207128295.0,DOʻSIMBIY,8351.0,1.0,dosimbiy,dosimbiy mfy
6975,Xorazm viloyati,Dehqonobod MFY,1733,Gurlan tumani,1733208,1733208024.0,18584.9186842563,15527040.06776932,dehqonobod mfy,207128651.0,DEHQONOBOD,8365.0,2.0,dehqonobod,dehqonobod mfy
6976,Xorazm viloyati,Ma’rifat MFY,1733,Gurlan tumani,1733208,1733208014.0,6812.7938584432,2158205.051953796,marifat mfy,,,,,,
6977,Xorazm viloyati,Navbahor MFY,1733,Gurlan tumani,1733208,1733208026.0,13141.7688313868,3395000.6988671846,navbahor mfy,202969069.0,NAVBAHOR,8373.0,3.0,navbahor,navbahor mfy
6978,Xorazm viloyati,Qang‘li MFY,1733,Gurlan tumani,1733208,1733208020.0,24041.2653448974,17108622.740432642,qangli mfy,,,,,,
6979,Xorazm viloyati,Nurobod MFY,1733,Gurlan tumani,1733208,1733208002.0,4258.7879112611,542796.1309601736,nurobod mfy,,,,,,
6980,Xorazm viloyati,Bo‘zqal'a MFY,1733,Gurlan tumani,1733208,1733208023.0,25406.0756303738,26236986.37835593,bozqala mfy,,,,,,
6981,Xorazm viloyati,Olg`a MFY,1733,Gurlan tumani,1733208,1733208049.0,26301.7347172331,29247291.90129863,olga mfy,,,,,,
6982,Xorazm viloyati,Paxtachi MFY,1733,Gurlan tumani,1733208,1733208047.0,16363.491657691,7971771.308022228,pahtachi mfy,206109518.0,PAXTACHI,8379.0,4.0,pahtachi,pahtachi mfy
6983,Xorazm viloyati,Jaloyir MFY,1733,Gurlan tumani,1733208,1733208048.0,17197.5843631058,11957520.141313286,jaloyir mfy,,,,,,
6984,Xorazm viloyati,Ishonch MFY,1733,Gurlan tumani,1733208,1733208013.0,6787.5189467024,1762587.3212243677,ishonch mfy,,,,,,
6985,Xorazm viloyati,Vakillar MFY,1733,Yangiariq tumani,1733233,1733233008.0,26273.9968052367,19616180.79185066,vakillar mfy,207168777.0,VAKILLAR,8699.0,1.0,vakillar,vakillar mfy
6986,Xorazm viloyati,Do‘stlik MFY,1733,Yangiariq tumani,1733233,1733233010.0,37484.742955609,16289077.53712191,dostlik mfy,,,,,,
6987,Xorazm viloyati,Gulbog‘ MFY,1733,Yangiariq tumani,1733233,1733233007.0,24143.0108928863,15565107.025365554,gulbog mfy,,,,,,
6988,Xorazm viloyati,Achchiqquyi MFY,1733,Yangiariq tumani,1733233,1733233030.0,21237.7445379728,12953196.92012238,achchiqquyi mfy,303364233.0,ACHCHIQQUYI,8719.0,3.0,achchiqquyi,achchiqquyi mfy
6989,Xorazm viloyati,G‘altak MFY,1733,Yangiariq tumani,1733233,1733233012.0,15153.5321296622,9837976.518512651,galtak mfy,,,,,,
6990,Xorazm viloyati,Jaloyir MFY,1733,Yangiariq tumani,1733233,1733233014.0,13572.540849863,8549695.345966851,jaloyir mfy,,,,,,
6991,Xorazm viloyati,Egrisolma MFY,1733,Yangiariq tumani,1733233,1733233015.0,30975.3372967999,26180775.547348823,egrisolma mfy,303030775.0,EGRISOLMA,8717.0,2.0,egrisolma,egrisolma mfy
6992,Xorazm viloyati,Shirsholi MFY,1733,Yangiariq tumani,1733233,1733233024.0,19983.6400935091,13099909.210735114,shirsholi mfy,207172773.0,SHIRSHOLI,8721.0,3.0,shirsholi,shirsholi mfy
6993,Xorazm viloyati,Qo‘riqtom MFY,1733,Yangiariq tumani,1733233,1733233023.0,23744.3168384465,19685062.657000348,qoriqtom mfy,207170720.0,QOʻRIQTOM ,8726.0,3.0,qoriqtom,qoriqtom mfy
6994,Xorazm viloyati,Bunyodkor MFY,1733,Xonqa tumani,1733223,1733223035.0,3712.0695776334,635002.3867251013,bunyodkor mfy,302810984.0,BUNYODKOR,8585.0,3.0,bunyodkor,bunyodkor mfy
6995,Xorazm viloyati,Ezgulik MFY,1733,Xonqa tumani,1733223,1733223022.0,3237.980275188,628852.6904417336,ezgulik mfy,,,,,,
6996,Xorazm viloyati,Mahorat MFY,1733,Xonqa tumani,1733223,1733223023.0,3728.1970650065,523090.5798201369,mahorat mfy,,,,,,
6997,Xorazm viloyati,Mangulik MFY,1733,Xonqa tumani,1733223,1733223042.0,7794.9238172555,2221826.375594781,mangulik mfy,302810937.0,MANGULIK,8605.0,4.0,mangulik,mangulik mfy
6998,Xorazm viloyati,Yangilanish MFY,1733,Xonqa tumani,1733223,1733223033.0,3973.8819530277,736357.8933601074,yangilanish mfy,302810969.0,YANGILANISH,8596.0,3.0,yangilanish,yangilanish mfy
6999,Xorazm viloyati,Barkamollik MFY,1733,Xonqa tumani,1733223,1733223010.0,5541.2928061646,1115483.7885344273,barkamollik mfy,302810858.0,BARKAMOLLIK,8571.0,1.0,barkamollik,barkamollik mfy
7000,Xorazm viloyati,Nurobod MFY,1733,Xonqa tumani,1733223,1733223031.0,21768.0659534355,23494833.27791827,nurobod mfy,,,,,,
7001,Xorazm viloyati,Nurafshon MFY,1733,Xonqa tumani,1733223,1733223024.0,15015.1356417885,11531897.387466429,nurafshon mfy,302776418.0,NURAFSHON,8592.0,3.0,nurafshon,nurafshon mfy
7002,Xorazm viloyati,G‘ayrat MFY,1733,Xonqa tumani,1733223,1733223028.0,22159.8246696644,14800584.401599698,gayrat mfy,,,,,,
7003,Xorazm viloyati,Oydin hayot MFY,1733,Xonqa tumani,1733223,1733223008.0,19223.531603883,14282320.461926218,oydin hayot mfy,302775671.0,OYDIN HAYOT,8561.0,1.0,oydin hayot,oydin hayot mfy
7004,Xorazm viloyati,Durgadik MFY,1733,Xonqa tumani,1733223,1733223014.0,21978.2860200423,15230633.79959366,durgadik mfy,302777566.0,DURGADIK,8576.0,2.0,durgadik,durgadik mfy
7005,Xorazm viloyati,Shodlik MFY,1733,Xonqa tumani,1733223,1733223026.0,13062.6076022509,6664342.929988313,shodlik mfy,,,,,,
7006,Xorazm viloyati,Ilg‘or MFY,1733,Xonqa tumani,1733223,1733223005.0,23236.8704092591,16844037.64363927,ilgor mfy,,,,,,
7007,Xorazm viloyati,Paxtakor MFY,1733,Xonqa tumani,1733223,1733223036.0,13975.2230831808,9241046.558822973,pahtakor mfy,302777559.0,PAXTAKOR,8604.0,4.0,pahtakor,pahtakor mfy
7008,Xorazm viloyati,Gulg‘uncha MFY,1733,Xonqa tumani,1733223,1733223021.0,5387.5035204946,1293818.4528379564,gulguncha mfy,302810865.0,GULGʻUNCHA,8581.0,2.0,gulguncha,gulguncha mfy
7009,Xorazm viloyati,Istiqlol MFY,1733,Xonqa tumani,1733223,1733223003.0,21112.86579844,14013417.424249414,istiqlol mfy,302780334.0,ISTIQLOL,8568.0,1.0,istiqlol,istiqlol mfy
7010,Xorazm viloyati,Do‘stlik MFY,1733,Xonqa tumani,1733223,1733223006.0,20636.8717520394,13388619.404191911,dostlik mfy,,,,,,
7011,Xorazm viloyati,Qiyot MFY,1733,Xiva shahri,1733406,1733406010.0,14956.5783586258,9897769.832618022,qiyot mfy,,,,,,
7012,Xorazm viloyati,Gulirayhon MFY,1733,Xiva shahri,1733406,1733406012.0,10740.7523727552,3303280.272554873,gulirayhon mfy,202549614.0,GULIRAYXON,8814.0,3.0,gulirayhon,gulirayhon mfy
7013,Xorazm viloyati,Sangar MFY,1733,Xiva shahri,1733406,1733406020.0,8099.8523916204,3004124.059382396,sangar mfy,,,,,,
7014,Xorazm viloyati,Shixlar MFY,1733,Xiva shahri,1733406,1733406006.0,7283.8406371381,2443179.462025388,shihlar mfy,,,,,,
7015,Xorazm viloyati,Angarik MFY,1733,Xiva shahri,1733406,1733406021.0,14783.2721079577,6625780.045692402,angarik mfy,,,,,,
7016,Xorazm viloyati,Dovud MFY,1733,Qo‘shko‘pir tumani,1733212,1733212035.0,27977.6207945081,33102090.006783985,dovud mfy,,,,,,
7017,Xorazm viloyati,Arablar MFY,1733,Qo‘shko‘pir tumani,1733212,1733212037.0,31165.2306935833,23654214.80057581,arablar mfy,,,,,,
7018,Xorazm viloyati,Esabiy MFY,1733,Gurlan tumani,1733208,1733208016.0,40024.4264992145,47126205.4960916,esabiy mfy,,,,,,
7019,Xorazm viloyati,Eshimjiron MFY,1733,Gurlan tumani,1733208,1733208044.0,44256.4439227284,44609460.91332004,eshimjiron mfy,205915798.0,ESHIMJIRON,8388.0,4.0,eshimjiron,eshimjiron mfy
7020,Xorazm viloyati,Oʻyilma MFY,1733,Gurlan tumani,1733208,1733208033.0,36048.7671260999,45441824.16467608,oyilma mfy,,,,,,
7021,Xorazm viloyati,Xunarmandlar MFY,1733,Xiva shahri,1733406,1733406023.0,13249.9664745432,3714570.695967381,hunarmandlar mfy,,,,,,
7022,Xorazm viloyati,Navro‘z MFY,1733,Gurlan tumani,1733208,1733208012.0,31181.0661684602,48856729.820780255,navroz mfy,,,,,,
7023,Xorazm viloyati,Matbo‘g‘ot MFY,1733,Gurlan tumani,1733208,1733208009.0,17155.7857590695,14110198.716589125,matbogot mfy,,,,,,
7024,Xorazm viloyati,Olchin MFY,1733,Gurlan tumani,1733208,1733208022.0,26487.8301126134,25924139.415808413,olchin mfy,,,,,,
7025,Xorazm viloyati,Oqqum MFY,1733,Gurlan tumani,1733208,1733208021.0,34028.7428387048,24238415.442866206,oqqum mfy,,,,,,
7026,Xorazm viloyati,Boldoqli MFY,1733,Gurlan tumani,1733208,1733208025.0,22367.1575012209,16577684.14624988,boldoqli mfy,207128675.0,BOLDOQLI,8366.0,2.0,boldoqli,boldoqli mfy
7027,Xorazm viloyati,Sherobod MFY,1733,Yangiariq tumani,1733233,1733233038.0,16849.1912434848,14357987.119919743,sherobod mfy,207192488.0,SHEROBOD,8729.0,4.0,sherobod,sherobod mfy
7028,Xorazm viloyati,Shixbog‘i MFY,1733,Yangiariq tumani,1733233,1733233037.0,22611.9473868629,18834385.16122672,shihbogi mfy,207192495.0,SHIXBOGʻI,8728.0,4.0,shihbogi,shihbogi mfy
7029,Xorazm viloyati,Arboblar MFY,1733,Yangiariq tumani,1733233,1733233027.0,14123.28058091,5346946.523109876,arboblar mfy,207185163.0,ARBOBLAR,8724.0,3.0,arboblar,arboblar mfy
7030,Xorazm viloyati,Qo‘ng‘irot MFY,1733,Yangiariq tumani,1733233,1733233028.0,16741.0998506679,13887231.73772828,qongirot mfy,207185187.0,QOʻNGʻIROT,8720.0,3.0,qongirot,qongirot mfy
7031,Xorazm viloyati,Saburzon MFY,1733,Yangiariq tumani,1733233,1733233029.0,19210.5314640396,15923769.54977194,saburzon mfy,,,,,,
7032,Xorazm viloyati,Kattabog‘ MFY,1733,Yangiariq tumani,1733233,1733233013.0,19063.4550582197,11145614.25329342,kattabog mfy,303030823.0,KATTABOGʻ,8712.0,2.0,kattabog,kattabog mfy
7033,Xorazm viloyati,Uyg‘ur MFY,1733,Yangiariq tumani,1733233,1733233004.0,74649.3741675414,155874979.960354,uygur mfy,,,,,,
7034,Xorazm viloyati,Gulshanda MFY,1733,Yangiariq tumani,1733233,1733233033.0,13678.4471178519,9923155.387414236,gulshanda mfy,207180115.0,GULSHANDA,8732.0,4.0,gulshanda,gulshanda mfy
7035,Xorazm viloyati,Yangiyer MFY,1733,Yangiariq tumani,1733233,1733233026.0,52470.5620186019,98848068.99116062,yangiyer mfy,,,,,,
7036,Xorazm viloyati,Znaxos MFY,1733,Xonqa tumani,1733223,1733223027.0,25754.7046261265,20134831.420377936,znahos mfy,,,,,,
7037,Xorazm viloyati,Kattakuch MFY,1733,Xonqa tumani,1733223,1733223030.0,22633.3896006659,26089265.31522303,kattakuch mfy,,,,,,
7038,Xorazm viloyati,Tayanch MFY,1733,Xonqa tumani,1733223,1733223019.0,53620.850405622,81987390.05690171,tayanch mfy,,,,,,
7039,Xorazm viloyati,Yoshkuch MFY,1733,Xonqa tumani,1733223,1733223041.0,58400.9797023883,29539763.963138923,yoshkuch mfy,,,,,,
7040,Xorazm viloyati,Yangi turmush MFY,1733,Xonqa tumani,1733223,1733223007.0,22049.7645483966,26696449.044259343,yangi turmush mfy,302775688.0,YANGI TURMUSH,8575.0,1.0,yangi turmush,yangi turmush mfy
7041,Xorazm viloyati,Qoramozi MFY,1733,Xonqa tumani,1733223,1733223001.0,38915.4979434378,42219747.3892116,qoramozi mfy,302787514.0,QORAMOZI,8570.0,1.0,qoramozi,qoramozi mfy
7042,Xorazm viloyati,Obod MFY,1733,Xonqa tumani,1733223,1733223039.0,85718.2132656563,103950075.98601256,obod mfy,,,,,,
7043,Xorazm viloyati,Idaliqal'a MFY,1733,Shovot tumani,1733230,1733230005.0,22825.2767864134,15243465.66081491,idaliqala mfy,204135306.0,IDALIQALʻA,8656.0,1.0,idaliqala,idaliqala mfy
7044,Xorazm viloyati,Madaniyat MFY,1733,Shovot tumani,1733230,1733230008.0,20425.0757214506,10653845.568752762,madaniyat mfy,204486265.0,MADANIYAT,8647.0,1.0,madaniyat,madaniyat mfy
7045,Xorazm viloyati,Uzunko‘l MFY,1733,Shovot tumani,1733230,1733230031.0,38903.3215857278,63798649.32311463,uzunkol mfy,,,,,,
7046,Xorazm viloyati,Xitoy MFY,1733,Shovot tumani,1733230,1733230032.0,21076.2766795565,20610615.37720742,hitoy mfy,,,,,,
7047,Xorazm viloyati,Yangiburloq MFY,1733,Shovot tumani,1733230,1733230014.0,17678.4206324133,13342356.526254738,yangiburloq mfy,204392580.0,YANGI BURLOQ,8649.0,1.0,yangi burloq,yangiburloq mfy
7048,Xorazm viloyati,Bog‘bon MFY,1733,Shovot tumani,1733230,1733230045.0,27563.9940159543,17378564.38280617,bogbon mfy,,,,,,
7049,Xorazm viloyati,Lolazor MFY,1733,Xiva shahri,1733406,1733406009.0,6418.2730799597,2173236.1700203987,lolazor mfy,,,,,,
7050,Xorazm viloyati,Mustaqillik MFY,1733,Xonqa tumani,1733223,1733223029.0,23828.2467657345,22201756.15124995,mustaqillik mfy,302773975.0,MUSTAQILLIK,8598.0,3.0,mustaqillik,mustaqillik mfy
7051,Xorazm viloyati,Saxovat MFY,1733,Bog‘ot tumani,1733204,1733204032.0,17329.6769173707,9692227.721531885,sahovat mfy,,,,,,
7052,Xorazm viloyati,Navro‘z MFY,1733,Xonqa tumani,1733223,1733223016.0,20027.555537977,17482969.42906749,navroz mfy,,,,,,
7053,Xorazm viloyati,Shirin MFY,1733,Xonqa tumani,1733223,1733223009.0,24840.2819813503,24194277.533845644,shirin mfy,,,,,,
7054,Xorazm viloyati,Chinobod MFY,1733,Gurlan tumani,1733208,1733208035.0,35652.1892963337,45345547.85980941,chinobod mfy,207128106.0,CHINOBOD,8375.0,3.0,chinobod,chinobod mfy
7055,Xorazm viloyati,Oltinqal’a MFY,1733,Shovot tumani,1733230,1733230046.0,15428.9623103355,12351356.992222128,oltinqala mfy,204486313.0,OLTINQALʻA,8686.0,4.0,oltinqala,oltinqala mfy
7056,Xorazm viloyati,Amirqum MFY,1733,Qo‘shko‘pir tumani,1733212,1733212038.0,62134.9480054415,66553175.8707318,amirqum mfy,,,,,,
7057,Xorazm viloyati,Aloqali ko‘l MFY,1733,Hazorasp tumani,1733220,1733220003.0,20073.0745339862,13761694.343860663,aloqali kol mfy,204356774.0,ALOQALI KOʻL,8505.0,1.0,aloqali kol,aloqali kol mfy
7058,Xorazm viloyati,Pichoqchi MFY,1733,Hazorasp tumani,1733220,1733220029.0,20192.6561422952,15950491.329324575,pichoqchi mfy,206718449.0,PICHOQCHI,8551.0,3.0,pichoqchi,pichoqchi mfy
7059,Xorazm viloyati,Gulshan-2 MFY,1733,Xiva shahri,1733406,1733406015.0,16771.6368711294,6081658.764998376,gulshan2 mfy,305257467.0,GULSHAN-2,8817.0,3.0,gulshan2,gulshan2 mfy
7060,Xorazm viloyati,Karmish MFY,1733,Yangiariq tumani,1733233,1733233036.0,22024.4977034799,21654532.90202885,karmish mfy,,,,,,
7061,Xorazm viloyati,Pursang MFY,1733,Yangiariq tumani,1733233,1733233025.0,27467.2944364165,16702537.39286686,pursang mfy,,,,,,
7062,Xorazm viloyati,Killovut MFY,1733,Yangiariq tumani,1733233,1733233035.0,18714.3317102043,10003861.527364254,killovut mfy,,,,,,
7063,Xorazm viloyati,Guliston MFY,1733,Xonqa tumani,1733223,1733223002.0,25511.9636856016,24617291.989915263,guliston mfy,302791416.0,GULISTON,8569.0,1.0,guliston,guliston mfy
7064,Xorazm viloyati,Madaniyat MFY,1733,Xonqa tumani,1733223,1733223025.0,22001.1144433598,23727132.989902664,madaniyat mfy,302776433.0,MADANIYAT,8590.0,3.0,madaniyat,madaniyat mfy
7065,Xorazm viloyati,Qibla Tozabog‘ MFY,1733,Xiva shahri,1733406,1733406007.0,9835.0390762492,2815576.116861867,qibla tozabog mfy,205220778.0,QIBLA TOZABOG,8806.0,1.0,qibla tozabog,qibla tozabog mfy
7066,Xorazm viloyati,Parchanxos MFY,1733,Xiva tumani,1733226,1733226008.0,14559.2147004893,6894160.556827146,parchanhos mfy,303431925.0,PARCHANXOS,8625.0,2.0,parchanhos,parchanhos mfy
